"","logFC","logCPM","PValue","FDR"
"AT3G25780",11.336078691383,9.35089721220899,3.32466921104788e-231,5.81251918167501e-227
"AT1G61120",14.2016019174875,8.13303143942396,1.36196880567235e-215,1.19056503147849e-211
"AT4G30280",11.596676179909,8.18746974832767,5.30572181005702e-208,3.09199781350756e-204
"AT3G48520",17.0636216576182,7.86240216909351,1.65612247705116e-207,7.23849731657136e-204
"AT2G38240",16.9228893937447,7.72169318983223,2.60556526837783e-203,9.1106195174099e-200
"AT1G72520",8.60986840725767,9.98037069556047,1.87359635209746e-191,5.45934750395332e-188
"AT2G24850",8.39563865908876,9.89882023122834,7.87775298978561e-186,1.96752507886317e-182
"AT3G25180",16.3250305555565,7.1239630778405,1.60298949173399e-185,3.50313316049817e-182
"AT5G63450",16.2002959988076,6.99926281061786,8.05910316357463e-182,1.56552556231973e-178
"AT1G17420",8.01145720789149,11.2619546047017,2.22179386418968e-180,3.88436221276282e-177
"AT5G05600",8.50840155998217,8.33788850017468,2.16442422021884e-175,3.44005714928055e-172
"AT2G34930",7.91427890383639,9.41241911058586,1.91725520999945e-171,2.7932810697017e-168
"AT3G25760",7.74003946974997,10.1367965272396,4.72650791190519e-170,6.35642598644911e-167
"AT2G27690",9.04227205517711,7.39450079585872,6.08726288682682e-169,7.60168693217095e-166
"AT1G17380",8.74693176592121,7.55708038915486,1.87460967256052e-168,2.18492006035837e-165
"AT3G44860",7.67201156304624,9.43638325768861,1.54791667351097e-165,1.69138920018701e-162
"AT2G32140",11.0797991926181,6.48310824550423,7.2497749530904e-163,7.45575385322821e-160
"AT4G21850",11.4949272165938,6.34253596973828,1.97524180676053e-160,1.91850847264413e-157
"AT4G15210",9.60288157269032,6.55219967839535,4.18095115057463e-157,3.84713520871033e-154
"AT3G46660",15.2565038533401,6.05585371514243,5.08267227608896e-154,4.44301797014317e-151
"AT5G20230",8.21567729259404,6.98322927578135,4.59046864379568e-152,3.82167444283238e-149
"AT1G61800",9.09676334215252,6.45684083488014,3.46562285385877e-151,2.75406747063695e-148
"AT3G23250",15.1150299656268,5.91446219171929,6.8621255346174e-150,5.21611046616156e-147
"AT5G13220",7.68699402079105,7.28696279018733,5.79170870969584e-148,4.21901847381718e-145
"AT1G43160",15.0285619324772,5.82804865568842,2.26127426630812e-147,1.5813543199146e-144
"AT4G31800",7.090197541399,8.63302598051687,3.44804535367637e-147,2.31854526608939e-144
"AT5G64750",11.0120754521169,5.86013122737293,2.59686401541446e-146,1.68151754005522e-143
"AT3G01830",11.8192478306268,5.75175938612243,3.71706594427023e-145,2.3209094251313e-142
"AT2G30830",14.8742553033087,5.67384785019665,6.71711030157557e-143,4.04949101387744e-140
"AT3G50930",7.31375258740458,7.4217451392048,7.27024406725668e-143,4.23685590092829e-140
"AT4G30290",8.56831633474053,6.24851030518335,2.78205600110006e-142,1.56898984087846e-139
"AT4G29780",7.09273945290341,7.70724622388666,4.70579096038031e-141,2.57097948001028e-138
"AT4G36010",7.58544572870068,6.6765125345482,2.47375936296187e-138,1.31056772553523e-135
"AT4G16590",8.03496425024268,6.32921335029685,3.16268682449896e-138,1.62627216919751e-135
"AT1G76650",7.95007428436181,6.36429227453902,8.01991468971394e-138,4.00606195772197e-135
"AT2G44840",7.28377815255616,6.98370251346426,1.07112434440038e-137,5.20179636476441e-135
"AT1G02400",10.2043646641464,5.60870297940935,2.54112500754224e-137,1.20071590559084e-134
"AT1G80840",6.89439307877956,7.75204919566024,3.26748027189168e-137,1.50329888403901e-134
"AT3G51450",6.64606113446974,8.51048788217319,1.06433345111696e-135,4.77121582714816e-133
"AT1G35140",6.83493328509695,7.63531571478111,5.39923964248456e-135,2.35987266673894e-132
"AT1G09932",8.24658787404057,6.02018581319296,9.80173458773098e-135,4.17960306822685e-132
"AT1G65390",8.71141468190438,5.81264725246506,2.17124524492794e-134,9.03806681358931e-132
"AT1G32910",14.5662668992582,5.36610809512739,5.24954037718563e-134,2.13436545149619e-131
"AT5G19230",7.87063559950588,6.16562188567558,1.91031457621345e-133,7.59046130362268e-131
"AT5G49520",7.97125197945096,5.99196984904298,1.97860142955478e-131,7.68708639842362e-129
"AT2G29460",9.31216958479456,5.43072186459677,2.86466738722726e-129,1.08876043328031e-126
"AT3G19970",6.90653347573448,6.84796848729149,2.95003794759416e-129,1.09735134974018e-126
"AT1G61340",8.00059618968971,5.77521980010298,1.26040511925667e-127,4.59076306249256e-125
"AT5G44050",6.77660338792776,6.85278835359446,8.20249473715506e-127,2.92661664264657e-124
"AT2G33380",6.24782638925024,8.76126356282133,2.61021439981648e-126,9.12687567039832e-124
"AT5G01100",6.70331846934405,6.95184270451827,2.71891502998991e-126,9.32054734692422e-124
"AT1G61890",6.08006686944361,10.3890676917238,8.06089271909093e-126,2.71016514245897e-123
"AT4G25810",7.72924100725122,5.67373932560269,5.17662203865445e-123,1.70760156795841e-120
"AT1G06620",7.67477365532445,5.69697986137482,7.05436713870663e-123,2.28391667937052e-120
"AT4G24380",6.18106813879429,8.03503534738869,4.70318613206432e-122,1.49501460267055e-119
"AT1G19180",6.06856462714688,8.91296015937763,5.64781172019245e-122,1.76322664828794e-119
"AT4G10390",7.44649208202068,5.74381700772679,3.39680525006168e-121,1.04186572257594e-118
"AT1G80120",6.75675590602452,6.31192485923469,3.2528682305405e-120,9.80515435767924e-118
"AT2G18690",7.22020395080136,5.74905792326927,3.10180394023229e-119,9.19132852323409e-117
"AT2G06050",5.84244720182892,10.2142286587473,7.11999509095764e-119,2.07464790292021e-116
"AT1G51760",5.90915686324588,9.09115565228761,4.37327171093416e-118,1.25340834954528e-115
"AT3G43250",13.9895491384474,4.79002837566982,1.24453551508219e-117,3.47358439947111e-115
"AT4G14370",7.49141965253583,5.51471107863721,1.25170632709878e-117,3.47358439947111e-115
"AT3G28220",5.77364455534392,9.78140568044271,8.625765903529e-117,2.35631664517809e-114
"AT2G29440",7.01266281055418,5.74143439155889,2.16877962946287e-116,5.83334988644606e-114
"AT5G38710",8.85372768820531,4.97357032555118,3.20732717877305e-116,8.49601531310442e-114
"AT2G37180",5.97189220687284,7.71302652446878,1.92987332726355e-115,5.03581722097741e-113
"AT5G52400",13.9111950605427,4.71178270094738,2.00728266141489e-115,5.16078276022301e-113
"AT5G52570",9.08294439617617,4.88952147475193,3.07223693061723e-115,7.78433597941755e-113
"AT1G28480",9.07017073064855,4.87678680700801,6.97360750894548e-115,1.74170828684134e-112
"AT1G66090",6.24587935042816,6.6675533714803,8.24054654955787e-115,2.02914753980169e-112
"AT1G61610",8.13810161964352,5.09163160388724,9.48202653035861e-115,2.30242041430916e-112
"AT1G70700",5.69330936388926,9.7058392832704,1.8937647264581e-114,4.53543680995437e-112
"AT2G46400",6.50745992799693,6.09116275024713,2.32672724348533e-113,5.49705032403434e-111
"AT1G17750",6.40460211370463,6.20396238003197,3.20406147572796e-113,7.46888090402025e-111
"AT1G80820",13.8174695952487,4.61819501805899,8.26126233075916e-113,1.90041643853503e-110
"AT5G28237",9.31121019514056,4.71749301348109,6.36868665756089e-112,1.44602271213165e-109
"AT2G30360",6.26610535757945,6.29226690093358,1.51776687271548e-111,3.4019382353442e-109
"AT4G34410",13.7614050482717,4.56221734976513,3.03092355530658e-111,6.70754892625631e-109
"AT2G39420",5.79107120394709,7.73955537809463,4.38318290410487e-111,9.57889833905818e-109
"AT1G52890",7.60513871963271,5.08519919044684,1.5421424788495e-110,3.32855271083034e-108
"AT3G47420",6.40595919446806,5.9918610333107,1.74147663707425e-110,3.71295561536208e-108
"AT4G36950",9.73767998304013,4.58797386782685,5.36820825951918e-110,1.13075162652017e-107
"AT1G09950",9.21554793287938,4.62212010482658,2.96368339030702e-109,6.16834246580211e-107
"AT3G12145",5.77371923195744,7.36522278686319,5.95635768266225e-109,1.21391781217859e-106
"AT5G53290",7.40756882440694,5.0932673918543,5.97133969269341e-109,1.21391781217859e-106
"AT2G36590",6.12476168863732,6.26228724234029,1.53788456559385e-108,3.09044090348014e-106
"AT4G20860",5.98473231567204,6.53429201189955,2.65998239998008e-108,5.28459912486952e-106
"AT1G76640",13.6155734886739,4.41662855909505,3.11862040511882e-107,6.12616185872948e-105
"AT5G64120",6.25885382317228,5.9207190687658,3.94767334685419e-107,7.6685747914502e-105
"AT5G53750",5.74596409537463,7.10032195805587,6.83313900632955e-107,1.3127886730512e-104
"AT1G20510",5.4210932922597,9.46408779394997,1.48214008194098e-106,2.81654946223632e-104
"AT1G76790",5.59700200943472,7.783376870709,2.0201719577861e-106,3.79770605784671e-104
"AT5G47240",5.51209684583328,8.31999460023755,8.03178936311326e-106,1.49382737697137e-103
"AT5G01540",6.86089240501657,5.22381302086059,1.37030916677157e-105,2.52180159607024e-103
"AT1G16370",8.0688942426205,4.66642166119683,4.52899156751609e-105,8.24795412238373e-103
"AT2G40610",-8.05066155824535,4.73369954612126,1.0304650467882e-104,1.85728045494826e-102
"AT1G66760",5.7660034136418,6.67538501187188,1.12274137561551e-104,2.00294770100877e-102
"AT5G65280",5.97328512851298,6.09547432352245,4.49105418531318e-104,7.93102023452832e-102
"AT1G10370",5.85743217339098,6.25589457581277,1.77393954334653e-103,3.10137850363274e-101
"AT3G63380",10.3443913538924,4.27930401306546,1.88425228610446e-103,3.26162205128359e-101
"AT1G44350",5.43266244922969,7.9613903060589,8.61097749684569e-103,1.47593842722895e-100
"AT2G27080",6.04807820148513,5.80737440442523,1.30860813856665e-102,2.22120350354958e-100
"AT2G25460",6.73062652919727,5.09483944136269,6.07359749822852e-102,1.02100677943778e-99
"AT4G27654",8.60104216197368,4.40935986657956,7.3305172533608e-102,1.22056602990959e-99
"AT5G57560",5.25478850302534,9.45866654998029,8.36830259293524e-102,1.38021730407818e-99
"AT3G17690",7.35640365952345,4.72398450835084,2.43561927107639e-101,3.97961978656341e-99
"AT1G32900",6.27409990231681,5.41241517868023,3.56580305015973e-101,5.77230877092061e-99
"AT5G65300",7.34610532429006,4.71376282734387,4.75435339148162e-101,7.62572113241038e-99
"AT5G42380",8.09141609070007,4.47109729970817,7.21399040214411e-101,1.14656540182441e-98
"AT1G74430",5.51414919010593,6.90624330148827,1.60139639485921e-100,2.522271456876e-98
"AT4G24570",5.4263857101317,7.29466102608688,2.26496391107718e-100,3.53556821940734e-98
"AT1G28370",7.03167310595278,4.81255271258941,3.45259078404053e-100,5.34173846702482e-98
"AT3G16860",5.74126231685311,6.12706079726019,4.48045783334793e-100,6.87121441231771e-98
"AT5G55090",7.0846928604907,4.77288619459189,6.02807859719961e-100,9.16425200998616e-98
"AT2G32200",13.3395748520935,4.14116392404923,1.05682117537495e-99,1.59279350078278e-97
"AT5G52050",5.54934455335417,6.59547713782969,1.98236791309146e-99,2.96219984825454e-97
"AT4G18010",5.28005515961038,8.14693580734263,2.47694326498652e-99,3.66986433065757e-97
"AT2G32210",7.05645337638953,4.74622518778943,3.36452189677238e-99,4.94301985893038e-97
"AT5G42650",5.13988166482239,11.636045967311,8.06249427938908e-99,1.17463822905466e-96
"AT4G24110",8.80679768720286,4.21484916359734,4.72336332834103e-98,6.82467446854431e-96
"AT3G08720",5.32162320455438,7.3402688829888,6.55414132694648e-98,9.39229941139388e-96
"AT2G34600",9.27262276533097,4.12437483138701,2.82102600520799e-97,4.00975590642693e-95
"AT3G48360",-5.32358890376669,7.1575425078617,4.28130585895538e-97,6.03629599452556e-95
"AT1G20450",5.07738310214321,10.0641798819147,6.86807066433026e-97,9.60595835395888e-95
"AT5G27520",5.25901398159617,7.17268868749751,9.34248871545369e-96,1.29630738263712e-93
"AT5G40540",5.65642732709975,5.81945375743246,1.80202865523103e-95,2.48069818735465e-93
"AT5G56980",5.1468275378369,7.83600265867047,3.87511290866704e-95,5.2928592954864e-93
"AT4G21390",6.2537357222994,4.99082433086516,5.01153671034221e-95,6.79199196177619e-93
"AT5G52310",5.01480351883428,8.95781329746262,7.42749707232509e-95,9.98884087041997e-93
"AT5G19110",9.18040455276877,4.03250669574206,8.35535447214227e-95,1.11508902470583e-92
"AT5G64870",6.50546618585501,4.81121525065867,1.06867758611965e-94,1.4154310786462e-92
"AT5G66650",5.94572492193431,5.28531225615374,1.64915804726118e-94,2.16783685265167e-92
"AT5G41750",5.18274621145789,7.29600986623438,2.52528612122877e-94,3.29474457145094e-92
"AT4G13410",5.32082806728335,6.54089356645604,4.01757664618087e-94,5.20291055593928e-92
"AT3G55970",8.04579673552328,4.16920374795505,6.53731297003923e-94,8.40381195994088e-92
"AT2G32150",5.13523720956029,7.43696167894127,1.2789781079441e-93,1.63214410665597e-91
"AT2G32190",7.50246115815712,4.2925526657273,1.3573742063512e-93,1.71963574272739e-91
"AT3G46090",7.06379794081114,4.43378414622039,2.53047376432183e-93,3.18275344040565e-91
"AT2G42760",5.50346420258955,5.8334964051995,6.46097635128753e-93,8.0683749678257e-91
"AT5G64310",5.09919355043949,7.37897867959811,1.40747735949201e-92,1.74517210468077e-90
"AT2G14290",9.88679319020254,3.82311694619683,3.54495245204321e-91,4.36453547317404e-89
"AT4G27410",5.36596250492036,5.88758834398094,1.4645704717863e-90,1.79056542365314e-88
"AT1G73325",6.95010021950856,4.32116043467409,3.12539719266384e-90,3.7945360499543e-88
"AT5G36925",7.37680068432794,4.16785302988877,3.19730411378822e-90,3.85506674630065e-88
"AT1G19020",5.35625825373871,5.8506903211236,4.35979802545818e-90,5.22070882733461e-88
"AT1G66160",5.92475985012101,4.95929311033094,4.8487584579164e-90,5.76672408977907e-88
"AT4G35160",7.51640370712839,4.1173761356636,5.00561038302285e-90,5.91304637340462e-88
"AT5G67210",5.72107874041061,5.18253725076122,1.06044254495677e-89,1.24427630962948e-87
"AT1G52030",6.13327257805398,4.72611332138296,1.3997919787796e-89,1.63150421100025e-87
"AT1G30040",5.09821036289694,6.62141539826194,1.5529171843627e-89,1.79799014133862e-87
"AT1G14870",7.49583744642969,4.09696540121113,1.78013267902187e-89,2.04750392285127e-87
"AT3G28210",7.65533075523445,4.03769481927588,4.34138683751167e-89,4.96081477648474e-87
"AT1G74100",4.80047909597191,9.43675871428272,5.61736687803007e-89,6.37717046289608e-87
"AT1G24070",5.00155253818305,7.00312420722721,8.4502267111876e-89,9.53131055430277e-87
"AT4G39670",8.93404403531209,3.7872007166451,3.00198081974573e-88,3.36433529946248e-86
"AT3G22275",12.908476875715,3.71114056038201,3.2156755677173e-88,3.58086980575806e-86
"AT2G03240",4.8657442282557,7.71179432426071,1.30701105635244e-87,1.44623255051961e-85
"AT2G22880",8.90418910744469,3.75748644966036,1.70904448086473e-87,1.87919651943133e-85
"AT4G24960",4.85678260670655,7.70744530804195,2.45408729383625e-87,2.68155050988369e-85
"AT2G41640",5.46845929995687,5.30570879129589,3.6842088806117e-87,4.00068471178474e-85
"AT2G20142",6.0683809728279,4.6100965453061,4.7044905298163e-87,5.07707456375175e-85
"AT4G32800",4.9074789206573,7.11332069239398,5.43005129877368e-87,5.82414643291167e-85
"AT5G20190",4.72203502798949,9.75905992857686,7.44387633622675e-87,7.93544451135685e-85
"AT4G22590",4.84331005479956,7.55379189107254,1.18296151864122e-86,1.25343734729724e-84
"AT5G53760",4.88924427358293,7.13333611870738,1.40613363770408e-86,1.48092978240846e-84
"AT4G08870",4.7197660927268,8.82077523385712,1.4850890132942e-86,1.55471923469595e-84
"AT1G45145",5.20512464352087,5.7710647061788,2.08342870457875e-86,2.16813000250894e-84
"AT5G24780",5.02077552563026,6.37726129528167,2.13785535666758e-86,2.21160504145676e-84
"AT4G05020",5.00793050151286,6.4104601137296,2.92974142994552e-86,3.01298055410221e-84
"AT3G53260",4.69104206755997,8.57351600935351,1.14857544825767e-85,1.17430085157245e-83
"AT1G72450",4.67313746046761,9.01746570092284,2.52855303132694e-85,2.5701565492261e-83
"AT3G02040",5.24783066285386,5.53685492805737,3.70161224180316e-85,3.74076802447657e-83
"AT1G51780",9.65422747475115,3.59146355095878,4.35648284212202e-85,4.3772637660241e-83
"AT3G52400",4.86983481930661,6.80758300095778,5.50827742442276e-85,5.50292652635332e-83
"AT2G39030",9.63313292489521,3.57045943314715,1.40681414897204e-84,1.39746203218626e-82
"AT4G17470",5.04134410520478,5.97245456801391,1.66225407300451e-84,1.64187502589479e-82
"AT1G33760",9.61695383831313,3.55435062905079,3.77657347531744e-84,3.70931652072892e-82
"AT5G01380",12.7444528417541,3.54762037304186,5.62129349131675e-84,5.49033933568105e-82
"AT5G67300",4.62383947271565,9.03587855436841,5.78388974877515e-84,5.617763582102e-82
"AT4G11911",9.60925852579847,3.5466890294684,6.21052760990323e-84,5.99882067425073e-82
"AT1G10585",7.28694315241733,3.88978337498838,6.25089815462751e-84,6.00464024381059e-82
"AT3G11480",12.7370140836005,3.5402058970235,8.38040404722608e-84,8.00626251134719e-82
"AT4G27560",4.67744878747526,8.27757972378363,9.53338553179778e-84,9.0582706115446e-82
"AT2G46370",4.59564346358634,9.73057611574138,2.42287808474034e-83,2.2896852732711e-81
"AT5G41740",4.67905774080081,7.97997251402878,2.76507478765705e-83,2.59902164046281e-81
"AT2G38250",6.46582108146976,4.16066869864772,3.46812814391711e-83,3.24242162246539e-81
"AT4G08170",4.73514445567575,7.25986926247634,3.89246687631945e-83,3.61978714886665e-81
"AT2G22500",4.58902692200859,9.21058468619953,4.75415878508633e-83,4.39772264760129e-81
"AT5G02490",4.79167071306483,6.75024158836819,7.8088912657408e-83,7.18541294731297e-81
"AT2G39200",6.84554766557958,3.95825067620804,1.85818210097568e-82,1.70086898802921e-80
"AT1G19380",4.87872118041179,6.15284640688512,4.49772566153734e-82,4.09550717399257e-80
"AT2G17840",4.5458614524695,9.03195450124153,8.20947296480666e-82,7.436591494493e-80
"AT1G51800",6.35136363644001,4.13993009522864,9.02170107924294e-82,8.13022680249507e-80
"AT3G55840",5.91884257941394,4.40900815638638,1.39383245509484e-81,1.24966014422683e-79
"AT5G54170",4.53692166368138,9.05328206506429,1.42686319399875e-81,1.27274740921838e-79
"AT4G36900",5.50504510116622,4.75854461437088,2.55107818588523e-81,2.26398476770718e-79
"AT3G05640",4.80009632339114,6.28149500542854,5.00013895315645e-81,4.415021682729e-79
"AT5G64260",4.6446674244342,7.3162989980009,5.32697765218016e-81,4.6799774016616e-79
"AT4G37990",12.5986875800557,3.40235534461915,2.82831585717599e-80,2.47237230655039e-78
"AT5G13200",4.72090867226623,6.47806608399243,3.74110152411674e-80,3.25401382816582e-78
"AT1G30135",9.45772574382949,3.39585906313996,4.36953523324876e-80,3.78181111301426e-78
"AT2G18300",-5.02202494057688,5.48225152255953,5.05053424629264e-80,4.3343288358714e-78
"AT3G50760",4.95391207723702,5.59301253461835,5.05750204494518e-80,4.3343288358714e-78
"AT5G45340",5.16671489530796,5.11670424374689,5.73067515299575e-80,4.88728749755243e-78
"AT1G47510",6.98305594818157,3.77772346358385,7.43452805801986e-80,6.30960456496899e-78
"AT1G51820",9.44909098728994,3.38726668010806,7.54626385136612e-80,6.37349424702579e-78
"AT1G19670",4.46760673901771,9.78081091517618,8.00546325687787e-80,6.72882279423057e-78
"AT1G72210",5.62147794772808,4.50220668999668,9.63541178027204e-80,8.06009110787063e-78
"AT4G30530",4.45907425180364,10.0325947906635,1.25882075296253e-79,1.047998248764e-77
"AT1G27730",4.7066513639813,6.43761863284852,1.35567463476311e-79,1.12328244737268e-77
"AT3G04220",6.44461372408742,3.93563196456232,5.58769860573311e-79,4.60800635490717e-77
"AT5G62520",6.81853647320568,3.78194677800359,7.06244499698559e-79,5.79684159071827e-77
"AT1G15010",6.17968550362852,4.05742080931225,9.56309044081901e-79,7.81268739144106e-77
"AT3G09940",9.38679326837034,3.32528251293063,2.67892956955794e-78,2.17840584486425e-76
"AT1G73480",5.04761641424986,5.17279723884106,2.70741362275222e-78,2.19137557252672e-76
"AT4G34710",4.40585884671141,10.8254150992245,2.9930880757906e-78,2.41143589073949e-76
"AT4G22620",8.54461720189612,3.39986307549418,3.149829491521e-78,2.52607655964503e-76
"AT5G38700",12.5050280676874,3.30904600506619,6.67315695684601e-78,5.32725128203373e-76
"AT1G25055",12.5004171599671,3.30445295316632,8.39445120844139e-78,6.67091774896277e-76
"AT5G10300",5.30333111011252,4.71639921030192,9.72413466264234e-78,7.69262652972743e-76
"AT4G28140",7.68193585716007,3.49573455191995,1.47606446323138e-77,1.16243400948983e-75
"AT5G43420",6.38462328981988,3.87648204250118,2.14605172041961e-77,1.68248530170834e-75
"AT3G50970",5.23378518438317,4.76242678827325,3.61307412159469e-77,2.81997209231428e-75
"AT2G24600",4.38225741367412,8.20893278381022,4.86762378483255e-77,3.78225185023233e-75
"AT1G52400",4.35888258801485,10.2662378977008,6.49270811722011e-77,5.02265557581235e-75
"AT5G63130",6.86610532415537,3.66205109923179,7.78463551067941e-77,5.99554108516336e-75
"AT3G21230",4.63804096264763,6.11848910336559,1.36521954206148e-76,1.04684794973074e-74
"AT4G27140",12.4450830488098,3.24933781192286,2.20716045248436e-76,1.6813187840302e-74
"AT1G32640",4.35492955002485,8.40262718538997,2.21188194432846e-76,1.6813187840302e-74
"AT3G57450",4.46500164063314,7.19611853033905,2.88971275101447e-76,2.18704969809463e-74
"AT4G12720",4.34900993606221,8.4706751104367,3.00950079688402e-76,2.26789234620359e-74
"AT1G23390",-5.13604231911999,4.83216358263352,4.31716949343051e-76,3.2393594100277e-74
"AT4G21570",4.34015670330002,8.58461297402463,4.74794487396305e-76,3.5473641124571e-74
"AT5G11650",4.65280048577155,5.8684309678009,1.29682292232972e-75,9.64781070259168e-74
"AT5G59580",9.27748858782679,3.2165627325007,1.33052336905294e-75,9.8565847716748e-74
"AT4G17230",4.39076200594326,7.82273358263314,1.38830801555969e-75,1.02412611966372e-73
"AT5G41080",5.13932580484491,4.70518864209279,3.71387068467827e-75,2.72813450337101e-73
"AT5G02760",-5.24498757795158,4.55875390970209,1.87686942816083e-74,1.37294176621488e-72
"AT1G52000",4.26604483410411,9.42417249143923,2.88888527885884e-74,2.10443255542872e-72
"AT5G04340",5.01495052240494,4.77450548904218,4.52051352599824e-74,3.27934182468993e-72
"AT2G46520",4.26579123722399,8.25175706125142,6.56100599899177e-74,4.739920160346e-72
"AT2G35930",4.79335916361068,5.14715994739502,2.22408953938656e-73,1.60015462621791e-71
"AT5G22630",4.34002645901133,7.11519830324417,6.00781105369522e-73,4.30469510867843e-71
"AT3G61190",4.96974825320081,4.68360086625865,2.01668458954242e-72,1.43908966036613e-70
"AT3G57260",6.11777357204507,3.71942095893732,2.02923198340163e-72,1.44215702300044e-70
"AT4G01080",4.26430707496035,7.85128740876043,2.1003602529268e-72,1.48666389886313e-70
"AT4G05100",5.56605565018125,4.06338613762069,2.47289733051152e-72,1.74329290440858e-70
"AT3G02840",7.81520042368548,3.22921109086135,2.54721878817598e-72,1.7884749427181e-70
"AT4G22780",4.37737589581924,6.48481234609726,4.12158944221786e-72,2.88230992873179e-70
"AT5G22545",9.13407507050695,3.07398914709273,4.75401040152257e-72,3.31132923704458e-70
"AT2G32240",4.18367663495617,9.13933675336408,5.5206199798408e-72,3.83003964712526e-70
"AT2G30040",5.13714354056024,4.4324758143087,5.81761004383998e-72,4.02012950183614e-70
"AT5G14700",4.41234761774015,6.13142192224683,1.45394225444681e-71,1.00075875726353e-69
"AT1G73010",6.01805773428261,3.71983154868118,1.49816315093072e-71,1.02715240657733e-69
"AT3G50260",6.65512562340285,3.45365674014935,1.64508314437845e-71,1.12347611770189e-69
"AT1G09970",4.1595919676238,9.89503993771526,1.79830126553788e-71,1.22333467024898e-69
"AT1G08050",4.67583807197705,5.13492537401307,3.11595016235044e-71,2.1114789414098e-69
"AT1G51620",5.12132078285553,4.38484739232033,3.39939056451361e-71,2.29465425634716e-69
"AT2G16720",5.2001578343949,4.2882222379394,3.48735788452494e-71,2.34296013204716e-69
"AT4G39030",4.51059979900888,5.64421446501374,3.49775550228398e-71,2.34296013204716e-69
"AT2G02990",12.2237976027496,3.02902085657946,5.93065684650889e-71,3.95746845982881e-69
"AT3G55500",4.43756764101027,5.80909174129369,1.42722791045492e-70,9.48753823516476e-69
"AT5G47330",4.65220086014839,5.06909778916451,2.54634243174653e-70,1.6862766944782e-68
"AT3G22910",5.79433208648889,3.76090037061366,3.72035497016625e-70,2.45445154503458e-68
"AT1G29330",4.35822501303912,6.05054295013702,6.50354534341167e-70,4.2744918510852e-68
"AT4G20830",4.10206303211554,9.18491349582577,8.28469203637751e-70,5.42476669932539e-68
"AT5G07010",12.1674954368617,2.9729908385303,1.37423118122313e-69,8.96480736616566e-68
"AT3G55980",4.10268232603485,7.83113682535221,2.40810404416672e-69,1.56508858751549e-67
"AT3G04010",5.14202122207158,4.19449038555699,3.02226108628274e-69,1.95697002116597e-67
"AT5G26920",4.35820588825432,5.85764901580409,3.86203039018045e-69,2.49150838787914e-67
"AT4G29740",4.25711775946784,6.40699097242373,5.19913065969534e-69,3.34177946042109e-67
"AT2G22760",12.1382371946597,2.94387846571733,6.40284349779741e-69,4.10039973890081e-67
"AT1G74950",4.13459802434368,7.69464104703461,7.21741893777091e-69,4.60518741930835e-67
"AT5G57010",7.67391638552086,3.08916663292933,7.32527133533222e-69,4.65700795474957e-67
"AT1G52410",4.06581200902095,8.19503505095132,1.53321991225945e-68,9.71205932102605e-67
"AT1G21910",4.4696737200304,5.31499489413146,1.61206256035839e-68,1.01746172356483e-66
"AT4G35110",4.34153370651626,5.78523558292637,2.47888435341031e-68,1.55893291908894e-66
"AT3G48450",12.0970160464132,2.90286815118042,6.26948299225803e-68,3.92865129582965e-66
"AT5G59820",4.75451264627575,4.52298352929976,2.77170404224416e-67,1.73063220609123e-65
"AT4G29700",4.12545410216685,6.90583131134201,3.22501995504286e-67,2.00651330512507e-65
"AT1G53903",4.81889004367933,4.41283386965784,7.48502387147316e-67,4.64044937393494e-65
"AT3G06890",5.33837518280853,3.84133304983624,1.49599471341757e-66,9.24186416066409e-65
"AT1G70130",12.0379949048025,2.8441600793387,1.57663244859754e-66,9.70572714747565e-65
"AT1G76070",4.42540804957331,5.16941366672652,1.67280159801337e-66,1.02616106449361e-64
"AT3G53600",12.0300770469108,2.83628525085332,2.46752604203011e-66,1.50838313960883e-64
"AT4G25390",4.38608132668936,5.20157672133602,3.90787955118138e-66,2.38053861300711e-64
"AT1G74360",4.45369697856863,5.00590644818942,5.20752243765064e-66,3.16121926310577e-64
"AT2G27500",4.03196974180974,7.50127784049726,5.29815376805327e-66,3.20510803899223e-64
"AT2G45760",7.21101163521776,3.02932078839612,5.80699886539038e-66,3.50081935046966e-64
"AT4G23200",4.65981341192753,4.54341842679242,7.2396643150278e-66,4.34952066046842e-64
"AT1G18710",4.12744064576555,6.34919357777077,7.90508032538142e-66,4.73303148385765e-64
"AT3G55430",3.96803961183503,7.80570497921718,8.8373370571954e-66,5.27314552119274e-64
"AT3G16470",3.95765175162088,8.40785450059477,9.13461758365238e-66,5.43199044948961e-64
"AT5G17490",4.97885163549062,4.07368231910105,1.64336790086044e-65,9.73932237652307e-64
"AT1G19570",3.93189190725552,10.0611927818477,1.98739815589259e-65,1.17384060673886e-63
"AT3G15450",-4.60896650392233,4.60622710234719,5.05685630323538e-65,2.97673463802909e-63
"AT2G41010",4.63122304352568,4.4943537339383,5.96562130057698e-65,3.49989789254991e-63
"AT1G73080",3.93838456360388,7.66457602993945,6.30292917658943e-65,3.68542176569608e-63
"AT5G12340",11.9527183805533,2.75936028131201,1.52574807972929e-64,8.89155122596909e-63
"AT1G08920",4.1004618089441,6.08793099798086,2.35597793068181e-64,1.36842399209668e-62
"AT5G26030",3.89982887902097,8.53574334431166,2.72902536191997e-64,1.57985266233267e-62
"AT3G10985",3.90734396364847,7.79137425804087,3.47398396136477e-64,2.00447728041387e-62
"AT1G17620",3.96301094912737,7.29360701920015,5.27066912278306e-64,3.03115487742158e-62
