"","logFC","logCPM","PValue","FDR"
"AT1G27690",-1.29675487289466,2.93785065818825,1.34825031753922e-07,6.90435275381903e-07
"AT1G19340",-1.49794125570668,1.86868977247632,1.3803418662511e-07,7.06662279580322e-07
"AT3G50630",-1.34500189261972,2.61149285008327,1.40285296311596e-07,7.1797653261582e-07
"AT5G61820",1.09910747830044,7.09039161470445,1.4094092204035e-07,7.21120907237764e-07
"AT4G25520",1.13676844805807,5.05348242441794,1.41785904614748e-07,7.25231998355657e-07
"AT1G17440",1.1081724877509,6.21251153598907,1.42083349000161e-07,7.26540857142387e-07
"AT2G37760",1.13470994598671,5.10716920605816,1.441570915628e-07,7.36929366021181e-07
"AT2G34710",-1.17739114178877,4.20382129468532,1.4529892973486e-07,7.42549309720715e-07
"AT2G43240",1.20740228745513,3.75985499148132,1.45750660937139e-07,7.44640211912333e-07
"AT4G15470",1.09848690320141,6.99453001599673,1.4602439259333e-07,7.45820758314106e-07
"AT4G37690",2.15934520230887,0.356159422938138,1.47168281127554e-07,7.51443650395162e-07
"AT4G16610",1.55755733285956,1.64301940759864,1.48004610704825e-07,7.5549331648247e-07
"AT3G17840",-1.1467502233575,4.73910351740679,1.48282669125445e-07,7.56691740899054e-07
"AT5G64130",1.0999912274405,6.75427484196765,1.48515574811245e-07,7.57659117135979e-07
"AT4G39100",-1.16176108736618,4.43658563142006,1.48659585989214e-07,7.58136630104479e-07
"AT4G05330",-1.2535881771346,3.29571929806599,1.48695904857762e-07,7.58136630104479e-07
"AT2G41120",1.1949630150539,3.90546957811824,1.48807310961189e-07,7.58483445345324e-07
"AT5G67150",1.1457844867574,4.76192052391979,1.49247549132091e-07,7.60505654758481e-07
"AT5G44660",-1.17692855500031,4.14481651669135,1.49999893599688e-07,7.64116590851792e-07
"AT1G23550",1.82264612944767,0.976810569703763,1.50466344002134e-07,7.66269470489165e-07
"AT5G48910",-1.17763536777366,4.12104849594248,1.50663272703394e-07,7.66868855911635e-07
"AT4G27440",-1.08879788930248,8.77710744398619,1.50671768006433e-07,7.66868855911635e-07
"AT3G22231",-1.08764323510585,9.27747278019852,1.51092906713406e-07,7.68788500602585e-07
"AT5G48485",-1.33029201203798,2.65839746744794,1.51649365050164e-07,7.71395359084092e-07
"AT2G18630",1.13528683000667,4.98361070325286,1.53197621693171e-07,7.79044217586302e-07
"AT4G23470",1.09531914744573,7.04744683067222,1.56538278388675e-07,7.95800733082061e-07
"AT2G04570",1.1343445640603,4.9878082175627,1.57968886865116e-07,8.02840130541517e-07
"AT5G11580",-1.11561372782736,5.5658242383159,1.5977761467832e-07,8.11796581639371e-07
"AT3G26310",-1.26532526586544,3.15518678039396,1.61051434737419e-07,8.18030863891427e-07
"AT2G30070",1.11833525542183,5.40594657870983,1.61376564348655e-07,8.19444227274918e-07
"AT1G18870",1.39010154755407,2.3551686433778,1.61639882014746e-07,8.20542989913996e-07
"AT4G31980",1.17782869643803,4.05553484505781,1.61739822575464e-07,8.20811993639138e-07
"AT1G01130",1.80560359574823,1.00708620271117,1.62542515091308e-07,8.24646195978336e-07
"AT2G20840",1.18160311420024,4.03179949584773,1.63518591255559e-07,8.29357566266589e-07
"AT1G04360",-2.40538263017501,0.172368525688229,1.65417283875523e-07,8.38744308003415e-07
"AT3G55960",1.14089193161865,4.75019305797851,1.67966889470951e-07,8.51425088031499e-07
"AT4G17550",1.16739734982394,4.20399859678483,1.69668901356024e-07,8.59803305045614e-07
"AT5G15310",-1.13615595525847,4.87315230023519,1.70828363571223e-07,8.65428073113791e-07
"AT5G12930",1.34650050489404,2.53662224972926,1.70976548628149e-07,8.65927867805887e-07
"AT4G01580",-1.53787322562469,1.71776053266599,1.71283452746512e-07,8.67230988811837e-07
"AT1G16310",-1.95532279819938,0.711182767671216,1.72430999583053e-07,8.72788409296615e-07
"AT1G53840",1.089627632116,7.25054192450083,1.74041957647542e-07,8.80687567453538e-07
"AT2G21050",-1.28393937957903,2.93788729669702,1.75161010432793e-07,8.86093734200381e-07
"AT3G01930",1.23909396272682,3.31826946425352,1.75881521394736e-07,8.89481237646563e-07
"AT4G33060",1.13570585344197,4.86035655407691,1.76332793995201e-07,8.9150556316313e-07
"AT1G22030",-1.89581196350697,0.835718364589397,1.76828020424576e-07,8.93750876288774e-07
"AT3G16857",-1.13496322617659,4.9006737827804,1.77553876146556e-07,8.97160236031861e-07
"AT2G20010",1.13225622891296,4.91722381741711,1.81394510272178e-07,9.16301711380665e-07
"AT1G64500",-1.26463626694065,3.0868479444046,1.84262135045826e-07,9.3051845956273e-07
"AT1G10990",-1.66636978690613,1.36632982678369,1.84991446123634e-07,9.33931692919286e-07
"AT3G55440",1.07867890349764,9.7822092481873,1.86268989293671e-07,9.40109913343319e-07
"AT3G47600",-1.23406323282385,3.30841161479095,1.86337470443792e-07,9.40184125763004e-07
"AT1G20490",1.51484674841554,1.77034181298568,1.89040576628498e-07,9.53547721060597e-07
"AT2G47450",-1.08490753471546,7.46473353716906,1.90175061439207e-07,9.58993538835204e-07
"AT5G19290",-1.12031793379722,5.20063388573064,1.90606235995955e-07,9.60890664336008e-07
"AT4G18140",1.13649409198575,4.70581347028298,1.97401430437209e-07,9.9485996204489e-07
"AT5G50375",-1.20687482021212,3.58677943531743,1.97724914660598e-07,9.96203078677587e-07
"AT1G51140",-1.13760522502423,4.68897168232025,1.98694252050317e-07,1.00079850434909e-06
"AT5G07820",-1.39551754087314,2.24520627025979,1.9900200964302e-07,1.00205994659819e-06
"AT2G26870",-1.23749084467429,3.30595099296971,1.99076386139096e-07,1.00214582748915e-06
"AT2G37450",-1.10846631382141,5.48912700103685,1.99195872525925e-07,1.00245867569682e-06
"AT1G48620",-1.11737688010814,5.26674730193424,1.99984014917366e-07,1.00613540512239e-06
"AT3G59750",2.21259052686298,0.226233050658646,2.00478151720434e-07,1.00833127920839e-06
"AT1G15820",-1.07563762028467,9.89224605003069,2.00760843666031e-07,1.00946270630234e-06
"AT5G24150",1.09746726750663,5.98387083399304,2.0285322804064e-07,1.01969033520256e-06
"AT5G19090",-1.11243784204513,5.29457267000369,2.03613248557365e-07,1.02321656353217e-06
"AT1G03000",-1.13664992737368,4.69042745723589,2.0476619083766e-07,1.0285378750865e-06
"AT2G45310",1.17881461262988,3.89596564575782,2.04789815430767e-07,1.0285378750865e-06
"AT2G22790",1.51807632265977,1.72898893027045,2.08845743567401e-07,1.04860716105367e-06
"AT4G15215",1.24846067573359,3.12797228772442,2.09946246724797e-07,1.05378760588614e-06
"AT1G26200",2.7381920844697,-0.205630616343405,2.09998056335142e-07,1.05378760588614e-06
"AT1G66510",1.1807473345266,3.82715809887074,2.17058626234668e-07,1.08890558463722e-06
"AT3G10150",-2.02908910579342,0.57487217211162,2.17239321041089e-07,1.08949944055117e-06
"AT2G31900",1.48860200669641,1.85503424443272,2.18927003028202e-07,1.09764863606024e-06
"AT1G76340",1.15095133378378,4.30479563364518,2.24828040638636e-07,1.12691187915289e-06
"AT3G27190",1.43830494524133,1.97055659025393,2.25759105034837e-07,1.13125435176958e-06
"AT5G03230",-1.82263083650649,0.929992637900233,2.26592384870421e-07,1.13510448844973e-06
"AT5G22570",-2.09486457433882,0.480849614209722,2.28275110624728e-07,1.14320646206019e-06
"AT4G32940",-1.14268283710707,4.44105233801537,2.30717711721929e-07,1.15510817698582e-06
"AT3G63260",1.09646776482883,5.73212349181857,2.32449628389676e-07,1.16344599288197e-06
"AT1G09570",-1.10197171224344,5.48930838363936,2.33682198772389e-07,1.16928044680529e-06
"AT4G37560",-1.14523447850122,4.34446244537936,2.36072266721029e-07,1.18090169930866e-06
"AT5G43880",1.09730820904628,5.64029964652292,2.38219183234154e-07,1.19130033766668e-06
"AT1G65690",2.96549179206517,-0.401908003876665,2.38638972093845e-07,1.19271730963885e-06
"AT4G10150",-2.85935976117804,-0.385923617082602,2.38638972093845e-07,1.19271730963885e-06
"AT1G12200",-1.30094753976754,2.69278502860254,2.38915417438623e-07,1.19375771451256e-06
"AT3G26690",1.23965405021203,3.17899843941772,2.4136899867021e-07,1.20567262964322e-06
"AT3G05380",1.12924668500909,4.68913285213101,2.41630605582663e-07,1.20663464078883e-06
"AT1G18390",1.22603317029561,3.25190162820092,2.44893074427333e-07,1.22257727590322e-06
"AT1G58520",1.10315399400213,5.32095004881435,2.47113300233418e-07,1.23330911446784e-06
"AT3G07800",-1.19654139275544,3.58526288567713,2.48280523551716e-07,1.23878093414802e-06
"AT1G10580",1.0939864890898,5.72103979354115,2.4843214289157e-07,1.23918378150451e-06
"AT4G29910",-1.31425334931737,2.65021895912436,2.50834009592831e-07,1.25080746996904e-06
"AT3G12830",1.38099933029443,2.23948261739124,2.55008778083628e-07,1.27126275085146e-06
"AT5G58480",-1.25758906681052,3.03308459552414,2.55875620958624e-07,1.27522049065553e-06
"AT3G43430",1.58874925010079,1.43085912092573,2.57014635027863e-07,1.28053202171335e-06
"AT3G08710",1.12975128872564,4.59741320701462,2.58940593620396e-07,1.28976022742603e-06
"AT2G20610",1.07734550223575,6.80223298146443,2.59513605429643e-07,1.29224618733308e-06
"AT4G15560",-1.06933409046806,8.1192105467563,2.59950548655847e-07,1.29405337191064e-06
"AT3G05327",1.77940995828062,0.987282233609738,2.61497109365089e-07,1.30138171449754e-06
"AT4G33150",1.16266784247418,3.99180087974826,2.63054880789128e-07,1.30876166216173e-06
"AT3G17350",-1.42425509915857,2.06703540605352,2.63618922968468e-07,1.31119477389978e-06
"AT3G53190",-1.16709088086492,3.91256466669306,2.64036600253178e-07,1.31289871508143e-06
"AT2G23000",1.39646355535559,2.17307729915048,2.64481842492777e-07,1.31473871262474e-06
"AT3G01560",1.12118816118617,4.74669119529904,2.64820552522257e-07,1.31604824324804e-06
"AT1G13390",1.12888469245798,4.56873482243098,2.66424573885402e-07,1.32364331492995e-06
"AT4G19200",1.07560202065113,6.83881753928671,2.68786606422413e-07,1.33499893184177e-06
"AT1G04490",1.93761063682423,0.662239809544159,2.69615817606182e-07,1.33873710287102e-06
"AT4G19390",1.10003163078345,5.30161708665001,2.69917397754091e-07,1.33985402184406e-06
"AT5G47800",-1.3873852196656,2.2080808488496,2.79029909646293e-07,1.38469483688508e-06
"AT1G67970",1.13769482974009,4.3759446927334,2.80498395579987e-07,1.39158724458709e-06
"AT3G17950",-1.29397155266629,2.74102191375347,2.80580040388338e-07,1.39159740315158e-06
"AT4G19865",-2.01243514317197,0.561973192397212,2.89765979952993e-07,1.43674946895014e-06
"AT3G57550",1.09156260768218,5.51480252400136,2.92936810452921e-07,1.45205961359467e-06
"AT2G32990",1.58722718744609,1.40116516966547,2.99195040580189e-07,1.48266068437173e-06
"AT1G74790",1.12178921834874,4.60733115855866,3.03325170526311e-07,1.50270160280859e-06
"AT5G53020",-1.14081293621699,4.22450857161413,3.09379066668669e-07,1.53225898656327e-06
"AT3G04240",1.0700333023525,6.80765116866651,3.10883832803458e-07,1.53927557318121e-06
"AT5G44290",1.07285102965872,6.49849464165239,3.13558234707525e-07,1.55207775124339e-06
"AT4G01950",1.06712124447209,7.10125128190212,3.14529173846349e-07,1.55644312096114e-06
"AT1G74680",-1.15994878514474,3.90795582170394,3.15883499079812e-07,1.56270266395369e-06
"AT3G59310",1.07992278578883,5.93633113374084,3.19078785625959e-07,1.57806348206468e-06
"AT5G62040",1.43991656623803,1.89777006327553,3.19383198463442e-07,1.57912230167883e-06
"AT4G33980",-1.25159622591443,2.94281228385574,3.20894690321545e-07,1.58614698074401e-06
"AT5G67140",1.60374560794842,1.32403698095124,3.21814841911758e-07,1.59024558539945e-06
"AT1G74370",-1.2116523720475,3.32183650796113,3.2575597924769e-07,1.60926583362175e-06
"AT1G77060",1.08468259874604,5.62062010624235,3.2781111982816e-07,1.61896096269935e-06
"AT2G30420",-2.36239648971383,0.137982425438304,3.29969176494081e-07,1.62915874404011e-06
"AT1G62290",-1.39274916062548,2.13059287367259,3.30753135397261e-07,1.63256834165735e-06
"AT2G33060",-2.24246933049613,0.252461702604365,3.31372979230179e-07,1.63516618568479e-06
"AT4G02715",-1.11186331036136,4.77040072965621,3.35495746742154e-07,1.6550429289766e-06
"AT5G24530",1.08903335958352,5.37925308094123,3.36328889786655e-07,1.65868490271935e-06
"AT3G61880",-3.48697873493165,-0.758691273436662,3.36881396626221e-07,1.66094118928827e-06
"AT3G11470",1.20320620738782,3.35757885961122,3.37147920813185e-07,1.66178660828218e-06
"AT1G20160",-1.32918249937771,2.46540323963036,3.41276154532148e-07,1.68166037477045e-06
"AT1G73630",-1.49825729909934,1.71262151467103,3.41852392013405e-07,1.68402518162028e-06
"AT1G19270",1.1293403263464,4.36074865902141,3.51104691623253e-07,1.729116429197e-06
"AT5G49665",-1.35199465795777,2.29001766827424,3.51988024170084e-07,1.73274797880252e-06
"AT5G65270",1.09450777550052,5.17737399465928,3.52040314631731e-07,1.73274797880252e-06
"AT5G56520",-1.30022289072324,2.5914140041513,3.52146290092908e-07,1.7327817589908e-06
"AT3G53810",1.18709178142616,3.49216942491096,3.59264762737615e-07,1.76731171832913e-06
"AT2G23600",-1.08115162654234,5.63318535120668,3.59606923044505e-07,1.7684972814591e-06
"AT3G25140",1.06577523935881,6.62217421519991,3.61211345994277e-07,1.77588806580932e-06
"AT3G05980",2.52949662757134,-0.0745813650163863,3.62216926055596e-07,1.78033132365195e-06
"AT5G28150",1.11247402690354,4.64490236113082,3.62374893700516e-07,1.78060715755091e-06
"AT1G75250",-2.82854360306706,-0.411104550243527,3.6649723759387e-07,1.80035718034662e-06
"AT3G47620",-1.11470898066795,4.54426358684512,3.85701776352441e-07,1.89416408875554e-06
"AT5G05860",-1.27229563005325,2.77697439820586,3.86340917195069e-07,1.89677008012395e-06
"AT1G03410",-1.14695131977484,3.98778852418741,3.88380466913156e-07,1.90624809181435e-06
"AT2G18290",-1.18232601959841,3.53030215692166,3.9463857728628e-07,1.93642050145833e-06
"AT3G62070",-1.77183934833485,0.940897444051468,3.95182737447156e-07,1.93819621672867e-06
"AT5G54810",1.05361213091215,7.83453264989611,3.95222187990488e-07,1.93819621672867e-06
"AT5G27950",-1.08931295011637,5.24964769204733,3.96766728976388e-07,1.94522510451323e-06
"AT1G60000",-1.06396457378686,6.44253327284999,3.99422408040905e-07,1.95769609189211e-06
"AT5G27380",1.05542947968066,7.39162579347483,4.00216595874827e-07,1.96103888612097e-06
"AT1G79630",-1.24074567943706,3.01233266091787,4.04933190677402e-07,1.9835939962491e-06
"AT4G29240",-1.52398731863121,1.58241873242428,4.06240577292997e-07,1.98944089994775e-06
"AT5G23210",-1.07168180541129,5.85169714488114,4.08668335561816e-07,2.00076967533667e-06
"AT5G43980",1.8115424537348,0.830443232016956,4.12819540408513e-07,2.02052744259855e-06
"AT1G68500",1.38310287939114,2.10074971686123,4.16289322554181e-07,2.03693988978862e-06
"AT4G38660",-1.20578127946809,3.22792461890827,4.19960233973398e-07,2.05432702030132e-06
"AT2G16800",-1.13210018566011,4.18612209953181,4.20274510299799e-07,2.05528930449549e-06
"AT1G76810",1.0516050100931,7.71254334798708,4.21240896079717e-07,2.05943920194678e-06
"AT2G23690",1.42889422683222,1.87074621265251,4.21860076558943e-07,2.06188977312832e-06
"AT2G15830",-1.61243058209459,1.3586423740314,4.24925633137685e-07,2.07629257801737e-06
"AT4G01020",-1.17142386084593,3.57303995098062,4.32985495098554e-07,2.11508393707964e-06
"AT3G51890",1.11152129511315,4.50482306233759,4.35352865142169e-07,2.12605422940797e-06
"AT5G39030",-1.26939283755202,2.71323184492801,4.37718098182792e-07,2.13700796161121e-06
"AT4G00750",-1.09073675361243,5.02793937892639,4.44925305581408e-07,2.17108372864048e-06
"AT1G44790",1.07169592763083,5.63976314787338,4.44946119071031e-07,2.17108372864048e-06
"AT5G23680",-1.30078742253868,2.5204406434012,4.50152008123981e-07,2.19587264454005e-06
"AT5G50100",1.1093409301095,4.52221161640017,4.54522254340055e-07,2.21657254466588e-06
"AT4G12400",1.38329120990459,2.06849290144822,4.6106487187171e-07,2.24785196735447e-06
"AT5G44572",-2.01737043701493,0.495085150004978,4.65059117118304e-07,2.26669321008623e-06
"AT3G21950",-1.31833177724172,2.44567926002854,4.66969119665133e-07,2.27536820487891e-06
"AT4G06746",1.90410534106537,0.636595603720162,4.69145510334218e-07,2.28533601481558e-06
"AT1G72410",-1.08403375294199,5.19329797931548,4.69703738562194e-07,2.28741795578909e-06
"AT2G40240",1.39988079510104,1.96087750292903,4.72220850934694e-07,2.29903568278787e-06
"AT5G46780",1.14843184393909,3.78725671692106,4.80982141582812e-07,2.34103863621723e-06
"AT5G14730",1.51095719599825,1.5841295358489,4.83691791972514e-07,2.35305364885691e-06
"AT1G55210",1.05795399835579,6.26972293570828,4.837198886914e-07,2.35305364885691e-06
"AT4G32300",1.06233204989119,5.95919164087891,4.85346421688521e-07,2.36030917674003e-06
"AT5G44070",1.04775576062176,7.34159296111687,4.87120036440371e-07,2.3682757500242e-06
"AT2G19110",-1.14082686006085,3.89060332050396,4.92878446653919e-07,2.39560575002793e-06
"AT1G14685",-1.10219248275138,4.60034866179204,4.94041103156931e-07,2.40058938479506e-06
"AT4G13770",-1.05179787415987,6.76424716515359,4.94665738525294e-07,2.4029566842561e-06
"AT4G26700",1.05001954747896,6.90348271019304,4.98378475198454e-07,2.42031968941516e-06
"AT2G34010",-1.58829321875019,1.33456550726153,4.98870566123607e-07,2.42203668634796e-06
"AT5G03180",-1.32226032576481,2.40817497889118,5.05441127966405e-07,2.45325575797798e-06
"AT4G29360",-1.22841273316467,3.00453718847336,5.11416482096508e-07,2.48156934679246e-06
"AT3G61060",1.26203256285713,2.68252397928041,5.15794492215886e-07,2.50211850927035e-06
"AT1G22770",-1.1714064452639,3.50024144547082,5.16503207680382e-07,2.50486146459809e-06
"AT2G18620",2.77905827166649,-0.350727950543285,5.18846151600779e-07,2.5155261421066e-06
"AT1G68570",-1.10178789032195,4.53022669186752,5.31643962499987e-07,2.57685927263301e-06
"AT2G01570",-1.06730134408336,5.51952583290187,5.32372575476485e-07,2.57967564774262e-06
"AT5G65010",-1.03881639536582,8.56544856664121,5.35372107634376e-07,2.59349142637068e-06
"AT1G55370",-1.08812578007566,4.85760261129617,5.35650785185875e-07,2.59412262531985e-06
"AT4G13510",-1.04319164288113,7.46352562157449,5.3701442727801e-07,2.60000643370298e-06
"AT2G38000",1.10711530407044,4.3926256589421,5.37391244091512e-07,2.60111049846398e-06
"AT1G17140",-1.09081934963335,4.78290758637705,5.38652172621716e-07,2.60649209353597e-06
"AT5G19440",1.06568575088045,5.53584709709841,5.41465215835053e-07,2.61937918329946e-06
"AT1G51370",-1.40460474653048,1.95052152696748,5.44593209578694e-07,2.63378231896661e-06
"AT1G52827",1.47263322983495,1.67363006547148,5.46857478155058e-07,2.64400146310423e-06
"AT1G23050",-3.44758927186444,-0.79155876625959,5.49458059979415e-07,2.65584054813937e-06
"AT3G52460",2.25628951281197,0.0641549048114473,5.52015867174452e-07,2.66746639187699e-06
"AT3G50650",1.0899002319187,4.78320436814115,5.52274084130463e-07,2.6679767374559e-06
"AT3G60080",1.12257869247043,4.08718545897911,5.57735425741743e-07,2.69361559343726e-06
"AT1G10530",2.90008383658822,-0.455897907272162,5.631419964205e-07,2.71872616956809e-06
"AT2G47750",-1.71503083453367,0.988500107052517,5.6324579226538e-07,2.71872616956809e-06
"AT5G50335",1.36126208831794,2.13261934314394,5.64497235835633e-07,2.72401467681876e-06
"AT1G78260",-1.22874417988136,2.91796445228813,5.64822547552985e-07,2.72483239483136e-06
"AT5G22930",-1.94287874196352,0.575761657589927,5.6668595034389e-07,2.73306771582406e-06
"AT3G51090",1.28422626475837,2.54958832308668,5.67778646803164e-07,2.73758248264195e-06
"AT1G60870",-1.08979100277572,4.742464405347,5.68296453936514e-07,2.73932365706426e-06
"AT5G38990",-1.04695907327821,6.6627236457397,5.7008283710277e-07,2.74717702344756e-06
"AT5G18700",-1.09731198226911,4.56821264390479,5.76716331497702e-07,2.77837741073969e-06
"AT3G01490",-1.09671860441816,4.57790643581976,5.79832145334742e-07,2.79261856663562e-06
"AT5G08500",1.067710715477,5.31916867433591,5.81180968988119e-07,2.79834394955089e-06
"AT5G46410",1.07242921216298,5.19794968307656,5.82239851851096e-07,2.80267052035041e-06
"AT3G01660",-1.09780163660224,4.54801714081592,5.872571039238e-07,2.82604347588764e-06
"AT1G68330",1.57020518722795,1.29989336303177,5.87602576395302e-07,2.82692785996672e-06
"AT3G03750",1.24522313389385,2.7396580617527,5.93737810200995e-07,2.85565835921431e-06
"AT2G44290",1.05747860411698,5.75446790445687,5.93923866982631e-07,2.85576759253502e-06
"AT4G04750",-1.1391746738399,3.8223166725074,5.96592761118632e-07,2.86781172467337e-06
"AT3G48690",1.04095450479467,7.06859338895249,6.02041120977101e-07,2.89320640957742e-06
"AT4G38280",-1.15521567813661,3.58890194272063,6.10435371079799e-07,2.93274020131578e-06
"AT1G01390",-1.26221290218852,2.64373701357938,6.10936548277883e-07,2.93434166855556e-06
"AT5G20010",1.03450129419851,8.17416677121885,6.11839873367282e-07,2.93787325077731e-06
"AT1G11310",-1.0394606667403,7.18772233777487,6.14056831640162e-07,2.94770883788165e-06
"AT1G61250",1.04843316448641,6.2290118649254,6.1703156721172e-07,2.96117564907013e-06
"AT4G37590",-1.10472805602639,4.34123704180339,6.17428827998535e-07,2.96226899009286e-06
"AT2G48030",-1.13220895351806,3.89201405815964,6.19204898246424e-07,2.96997509905136e-06
"AT1G59860",1.610317340439,1.20051272016435,6.22028025250782e-07,2.9826977414864e-06
"AT1G04700",1.69267430306275,1.04450437124097,6.23138726681877e-07,2.98720437581005e-06
"AT3G26700",-1.16784442245468,3.4198940605663,6.2355911815486e-07,2.98840023648614e-06
"AT1G77360",1.55307728509277,1.3470180099174,6.2839839567705e-07,3.01076710101997e-06
"AT1G65070",-1.07107557019852,5.14953138308685,6.39065179733556e-07,3.06103466774843e-06
"AT2G01940",-1.7451538109984,0.92084447471839,6.39912642200773e-07,3.06425437512904e-06
"AT1G72810",-1.27196250419656,2.57153286051912,6.422970041759e-07,3.07482982585084e-06
"AT3G19840",1.08851765580651,4.61381396260842,6.42796704360864e-07,3.0763796283441e-06
"AT2G01990",-1.35322032405492,2.13546480857595,6.49857136518657e-07,3.10931918931464e-06
"AT3G52290",-1.13444320084835,3.82359580350385,6.56180385867323e-07,3.13871455160559e-06
"AT3G51520",-1.12578131085402,3.92117625138235,6.57420273417731e-07,3.14378518603999e-06
"AT1G64620",1.42529641762431,1.84881326917805,6.62283603325287e-07,3.16617561852228e-06
"AT1G17980",1.06092426080625,5.36214056457509,6.65977575717327e-07,3.1829649962455e-06
"AT4G17260",1.13353040799464,3.76814539531534,6.69786505946535e-07,3.20029447484648e-06
"AT3G23750",1.03785198159839,6.88923747704601,6.71929956071593e-07,3.20965885846985e-06
"AT3G05650",1.11356670805759,4.1094788639887,6.8750345789807e-07,3.28315295122424e-06
"AT5G52250",1.57942386248194,1.27513025419261,6.94457474337e-07,3.31545604146198e-06
"AT1G53320",1.06642565274089,5.1748234671956,6.98377730164888e-07,3.33247872852651e-06
"AT1G30820",-1.09850351302241,4.39165375419774,6.98404281949387e-07,3.33247872852651e-06
"AT2G37330",-1.40958402810552,1.9068954213845,7.04121229993863e-07,3.35884078144139e-06
"AT5G60200",1.16099375310282,3.42338824602916,7.04952333246717e-07,3.36188806387135e-06
"AT4G12020",1.05342753316074,5.5909375504868,7.05589545749071e-07,3.36400927961031e-06
"AT3G16350",1.1895141407328,3.16521426762709,7.08296840168695e-07,3.3759960896045e-06
"AT4G17770",-1.09369713842768,4.43867512005795,7.12099059516194e-07,3.39319374693966e-06
"AT3G24520",1.11472497861479,4.02707994282382,7.18839220263057e-07,3.42437768061554e-06
"AT2G39950",-1.0711935481503,5.01079146486304,7.25015036365124e-07,3.45285695471846e-06
"AT5G46510",1.03777048073461,6.53953079548916,7.29493025637948e-07,3.4732370825785e-06
"AT3G50140",-1.48005424352217,1.62686768081203,7.31650560871884e-07,3.4825610551928e-06
"AT4G02600",1.05586137306305,5.40444086101621,7.33238537062877e-07,3.48916966343775e-06
"AT1G29670",1.02633136302049,8.2619899741285,7.41226049694944e-07,3.52621905491611e-06
"AT1G57850",1.89573195357381,0.571005128031421,7.51299263937819e-07,3.57316785403288e-06
"AT2G42900",-1.41071770924851,1.82665976053837,7.5801539230764e-07,3.60412920960415e-06
"AT3G07470",1.02927200934354,7.39298316796593,7.58292780503617e-07,3.60446783076257e-06
"AT3G26680",1.17051004436206,3.30986118233524,7.58652782643564e-07,3.60519885810205e-06
"AT2G35680",-1.04844904164348,5.68132938770489,7.69878937897156e-07,3.65755257371086e-06
"AT3G01280",1.02803013545626,7.43908092810514,7.76334762280906e-07,3.6872210401948e-06
"AT5G14230",1.81738352226095,0.734981741466887,7.7678587138352e-07,3.68836159407879e-06
"AT2G19780",1.11794002331259,3.92184964387083,7.83809487037337e-07,3.72070085850496e-06
"AT3G22060",1.08366763729099,4.5381264214211,7.84877217757897e-07,3.72475797992978e-06
"AT2G45050",-2.37318877922737,0.0288349111223693,7.86979459982408e-07,3.73372100376457e-06
"AT4G00400",-1.05633663751507,5.27925683681467,7.90239529702355e-07,3.74817083499356e-06
"AT5G07730",1.2573866865634,2.59725481797901,7.97809670981482e-07,3.7830503058772e-06
"AT1G51700",1.06228142139635,5.11333488474731,7.99671284804352e-07,3.79084953151694e-06
"AT3G01310",-1.03803312855735,6.21488953385456,8.01850216925461e-07,3.80014837151202e-06
"AT2G36910",-1.04417367784411,5.81372823794665,8.03670746848709e-07,3.8077440832401e-06
"AT4G24670",-1.3539697869435,2.08610283601523,8.15078841750863e-07,3.86074868337316e-06
"AT4G17080",-1.1286408169108,3.77779539870499,8.16805655242987e-07,3.8678800841314e-06
"AT2G47130",1.22171625320104,2.82574755580326,8.18585903951674e-07,3.87526058997756e-06
"AT3G57800",-1.05439365095575,5.29055071670284,8.21534763593146e-07,3.88816791334569e-06
"AT3G54430",-1.30202459107468,2.29860587093136,8.30120047443603e-07,3.92773715546861e-06
"AT2G21540",1.08043608516074,4.53391575903811,8.31298770899962e-07,3.93225011137555e-06
"AT2G34060",-1.48346511228864,1.57887152245877,8.32885915732491e-07,3.93869203807172e-06
"AT5G59020",-1.21807221099375,2.87355946320653,8.37817304060603e-07,3.96094102944606e-06
"AT4G24730",1.10799346984704,4.00018019376474,8.4016444934413e-07,3.9709637923448e-06
"AT3G27020",-1.04854783541765,5.48923831698309,8.43910270401422e-07,3.98759006957515e-06
"AT5G25210",-1.33667560317149,2.13997842376566,8.47495160102337e-07,4.00344714511461e-06
"AT1G61420",1.21131123859715,2.90500416640604,8.49961268730239e-07,4.01401211810123e-06
"AT2G18260",-1.60952862760014,1.25721668900028,8.50620841287439e-07,4.01604217343459e-06
"AT4G21580",1.04805314187928,5.47076120778203,8.50917228863677e-07,4.01635688774937e-06
"AT5G03050",-1.20404196126338,2.93540155679081,8.61595239140333e-07,4.06565980185977e-06
"AT3G16850",-1.03685816805207,6.07484226971216,8.64469179138247e-07,4.07812052317161e-06
"AT5G27360",-1.16101692599598,3.34589080625597,8.7496073906279e-07,4.12650083653487e-06
"AT1G02000",1.10568582507118,4.00231838431294,8.76489153846185e-07,4.13167517706119e-06
"AT5G18170",-1.05557542200401,5.23368328554358,8.76530528611791e-07,4.13167517706119e-06
"AT1G27720",1.77741522612765,0.804725407058653,8.81766395917568e-07,4.15523501343041e-06
"AT1G12580",1.04546676797151,5.51490552176911,8.84208009847981e-07,4.16561806418007e-06
"AT3G21660",2.54227831554122,-0.206480082391461,8.97687466471294e-07,4.22717000893817e-06
"AT2G29995",1.45057679217956,1.66199139172655,8.97922030906532e-07,4.22717000893817e-06
